State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date
DE,BETHANY BEACH POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,"$50,458.00",C,1,"Feb 23, 2012 12:00:00 AM"
DE,BLADES POLICE DEPT,2320-01-146-7193,"TRUCK,UTILITY",1,Each,"$41,447.00",C,1,"Mar 14, 2012 12:00:00 AM"
DE,BLADES POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,"$41,061.00",Q,6,"Aug 22, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,6720-01-481-5971,"CAMERA SYSTEM,DIGITAL",1,Each,$800.00,A,1,"Jan 14, 2016 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,$120.00,D,1,"May 29, 2008 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,4910-01-158-8656,"LIFT,MOTOR VEHICLE",1,Each,"$5,000.00",A,1,"Nov 6, 2014 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Oct 31, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1095-01-526-7860,"FIRING DEVICE,NON-LETHAL",8,Each,"$1,187.00",Q,3,"May 14, 2015 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,8470-01-506-0938,"HELMET,GROUND TROOPS",5,Each,$270.22,D,1,"Mar 18, 2014 11:55:31 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",2,Each,$0.00,A,,"Jan 14, 2016 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,6220-01-614-7097,"LIGHT UNIT,EMERGENCY",1,Each,$0.00,A,1,"May 13, 2015 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,2510-01-519-8221,"DOOR,VEHICULAR",2,Each,"$4,864.20",D,1,"Mar 18, 2014 11:55:31 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,7025-DS-PRI-NT05,PRINTER,3,Each,$500.00,A,,"May 14, 2015 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,"$41,061.00",Q,6,"Apr 29, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,2510-01-519-8219,"DOOR,VEHICULAR",2,Each,"$4,864.20",B,3,"Mar 18, 2014 11:55:31 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,2330-01-592-9000,"TRAILER,MAINTENANCE",1,Each,"$11,000.00",A,1,"Jan 14, 2016 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,$365.00,D,1,"Aug 11, 2011 12:00:00 AM"
DE,BRIDGEVILLE POLICE DEPARTMENT,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,1,Each,$0.00,A,,"Jan 6, 2016 12:00:00 AM"
