"id","population","county_name","state","FIPS","google_county_name"
47815,222936,"Smith County","Texas","48423","Smith County"
47818,9440,"Stephens County","Texas","48429","Stephens County"
47822,7533,"Swisher County","Texas","48437","Swisher County"
47826,12739,"Terry County","Texas","48445","Terry County"
47830,1176558,"Travis County","Texas","48453","Travis County"
47833,40603,"Upshur County","Texas","48459","Upshur County"
47837,53547,"Van Zandt County","Texas","48467","Van Zandt County"
47841,11721,"Ward County","Texas","48475","Ward County"
47845,5657,"Wheeler County","Texas","48483","Wheeler County"
47849,508514,"Williamson County","Texas","48491","Williamson County"
47853,43356,"Wood County","Texas","48499","Wood County"
47857,12235,"Zavala County","Texas","48507","Zavala County"
47860,120783,"Cache County","Utah","49005","Cache County"
47864,20862,"Duchesne County","Utah","49013","Duchesne County"
47868,48368,"Iron County","Utah","49021","Iron County"
47873,1517,"Piute County","Utah","49031","Piute County"
47877,28778,"Sanpete County","Utah","49039","Sanpete County"
47880,62952,"Tooele County","Utah","49045","Tooele County"
47884,155602,"Washington County","Utah","49053","Washington County"
47889,30780,"Caledonia County","Vermont","50005","Caledonia County"
47893,6861,"Grand Isle County","Vermont","50013","Grand Isle County"
47898,58612,"Washington County","Vermont","50023","Washington County"
47902,105703,"Albemarle County","Virginia","51003","Albemarle County"
47906,15414,"Appomattox County","Virginia","51011","Appomattox County"
47910,77724,"Bedford County","Virginia","51019","Bedford"
47914,22776,"Buchanan County","Virginia","51027","Buchanan County"
47918,29724,"Carroll County","Virginia","51035","Carroll County"
47922,14363,"Clarke County","Virginia","51043","Clarke County"
47926,15115,"Dickenson County","Virginia","51051","Dickenson County"
47929,1142234,"Fairfax County","Virginia","51059","Fairfax County"
47933,56264,"Franklin County","Virginia","51067","Franklin County"
47937,22253,"Goochland County","Virginia","51075","Goochland County"
47941,35125,"Halifax County","Virginia","51083","Halifax Regional Municipality"
47945,2214,"Highland County","Virginia","51091","Highland"
47949,25515,"King George County","Virginia","51099","King George County"
47952,24742,"Lee County","Virginia","51105","Lee County"
47956,13134,"Madison County","Virginia","51113","Madison County"
47960,97653,"Montgomery County","Virginia","51121","Montgomery County"
47964,12232,"Northumberland County","Virginia","51133","Northumberland"
47968,18045,"Patrick County","Virginia","51141","Patrick County"
47972,37862,"Prince George County","Virginia","51149","Prince George's County"
47976,8908,"Richmond County","Virginia","51159","Richmond County"
47979,78593,"Rockingham County","Virginia","51165","Rockingham County"
47983,31470,"Smyth County","Virginia","51173","Smyth County"
47987,6709,"Surry County","Virginia","51181","Surry County"
47990,39083,"Warren County","Virginia","51187","Warren County"
47994,29119,"Wythe County","Virginia","51197","Wythe County"
47997,17141,"Bristol city","Virginia","51520","City of Bristol"
48004,5496,"Emporia city","Virginia","51595","Lyon County"
48001,17820,"Colonial Heights city","Virginia","51570",
48008,28118,"Fredericksburg city","Virginia","51630",
48065,490945,"Spokane County","Washington","53063","Spokane County"
48068,4042,"Wahkiakum County","Washington","53069","Wahkiakum County"
48072,248830,"Yakima County","Washington","53077","Yakima County"
48076,14415,"Braxton County","West Virginia","54007","Braxton County"
48079,7470,"Calhoun County","West Virginia","54013","Calhoun County"
48087,29815,"Hancock County","West Virginia","54029","Hancock County"
48090,29237,"Jackson County","West Virginia","54035","Jackson County"
48108,7229,"Pendleton County","West Virginia","54071","Pendleton County"
48111,33940,"Preston County","West Virginia","54077","Preston County"
48115,9982,"Ritchie County","West Virginia","54085","Ritchie County"
48119,6966,"Tucker County","West Virginia","54093","Tucker County"
48020,3939,"Norton city","Virginia","51720","Bristol County"
48027,25432,"Salem city","Virginia","51775","Essex County"
46852,301777,"Rockingham County","New Hampshire","33015","Rockingham County"
48061,16252,"San Juan County","Washington","53055","San Juan County"
48083,8518,"Gilmer County","West Virginia","54021","Gilmer County"
48093,16448,"Lewis County","West Virginia","54041","Lewis County"
48097,56925,"Marion County","West Virginia","54049","Marion County"
48101,27451,"Mineral County","West Virginia","54057","Mineral County"
48104,13506,"Monroe County","West Virginia","54063","Monroe County"
48034,19254,"Adams County","Washington","53001","Adams County"
48038,73486,"Clallam County","Washington","53009","Clallam County"
48042,40534,"Douglas County","Washington","53017","Douglas County"
48046,93259,"Grant County","Washington","53025","Grant County"
48050,2117125,"King County","Washington","53033","King County"
48053,21026,"Klickitat County","Washington","53039","Klickitat County"
48057,41516,"Okanogan County","Washington","53047","Okanogan County"
48014,79812,"Lynchburg city","Virginia","51680",
48017,13645,"Martinsville city","Virginia","51690",
48024,17403,"Radford city","Virginia","51750",
48031,21491,"Waynesboro city","Virginia","51820",
48223,18579,"Adjuntas Municipio","Puerto Rico","72001",
48225,55804,"Aguadilla Municipio","Puerto Rico","72005",
48226,26915,"Aguas Buenas Municipio","Puerto Rico","72007",
48227,24040,"Aibonito Municipio","Puerto Rico","72009",
48228,27989,"Añasco Municipio","Puerto Rico","72011",
48233,189159,"Bayamón Municipio","Puerto Rico","72021",
48234,49762,"Cabo Rojo Municipio","Puerto Rico","72023",
48235,134481,"Caguas Municipio","Puerto Rico","72025",
48236,32995,"Camuy Municipio","Puerto Rico","72027",
48129,15843,"Ashland County","Wisconsin","55003","Ashland County"
48133,13192,"Buffalo County","Wisconsin","55011","Buffalo County"
48137,34445,"Clark County","Wisconsin","55019","Clark County"
48141,88502,"Dodge County","Wisconsin","55027","Dodge County"
48145,102105,"Eau Claire County","Wisconsin","55035","Eau Claire County"
48148,9057,"Forest County","Wisconsin","55041","Forest County"
48160,16829,"Lafayette County","Wisconsin","55065","Lafayette County"
48164,135868,"Marathon County","Wisconsin","55073","Marathon County"
48168,957735,"Milwaukee County","Wisconsin","55079","Milwaukee County"
48191,21387,"Vilas County","Wisconsin","55125","Vilas County"
48195,396488,"Waukesha County","Wisconsin","55133","Waukesha County"
48199,73435,"Wood County","Wisconsin","55141","Wood County"
48202,49220,"Campbell County","Wyoming","56005","Campbell County"
48206,40315,"Fremont County","Wyoming","56013","Fremont County"
48210,97121,"Laramie County","Wyoming","56021","Laramie County"
48214,29228,"Park County","Wyoming","56029","Park County"
48218,44626,"Sweetwater County","Wyoming","56037","Sweetwater County"
48224,39530,"Aguada Municipio","Puerto Rico","72003","Mizque"
48229,89648,"Arecibo Municipio","Puerto Rico","72013","Hato Arriba"
48231,24650,"Barceloneta Municipio","Puerto Rico","72017","Delaware County"
48232,29323,"Barranquitas Municipio","Puerto Rico","72019","Barranquitas"
48125,5880,"Wirt County","West Virginia","54105","Wirt County"
48152,23813,"Iowa County","Wisconsin","55049","Iowa County"
48156,26224,"Juneau County","Wisconsin","55057","Juneau County"
48171,35567,"Oneida County","Wisconsin","55085","Oneida County"
48175,40889,"Pierce County","Wisconsin","55093","Pierce County"
48179,195080,"Racine County","Wisconsin","55101","Racine County"
48183,87513,"St. Croix County","Wisconsin","55109","St. Croix County"
48187,115569,"Sheboygan County","Wisconsin","55117","Sheboygan County"
48222,7234,"Weston County","Wyoming","56045","Weston County"
48237,46972,"Canóvanas Municipio","Puerto Rico","72029",
48238,161884,"Carolina Municipio","Puerto Rico","72031",
48239,25641,"Cataño Municipio","Puerto Rico","72033",
48240,45490,"Cayey Municipio","Puerto Rico","72035",
48242,17349,"Ciales Municipio","Puerto Rico","72039",
48245,19983,"Comerío Municipio","Puerto Rico","72045",
48247,1806,"Culebra Municipio","Puerto Rico","72049",
48249,33102,"Fajardo Municipio","Puerto Rico","72053",
48251,17386,"Guánica Municipio","Puerto Rico","72055",
48252,42721,"Guayama Municipio","Puerto Rico","72057",
48253,19604,"Guayanilla Municipio","Puerto Rico","72059",
48254,90879,"Guaynabo Municipio","Puerto Rico","72061",
48255,47265,"Gurabo Municipio","Puerto Rico","72063",
48256,41047,"Hatillo Municipio","Puerto Rico","72065",
48257,16478,"Hormigueros Municipio","Puerto Rico","72067",
48258,54827,"Humacao Municipio","Puerto Rico","72069",
48260,15328,"Jayuya Municipio","Puerto Rico","72073",
48261,48060,"Juana Díaz Municipio","Puerto Rico","72075",
48266,38290,"Las Piedras Municipio","Puerto Rico","72085",
48267,27251,"Loíza Municipio","Puerto Rico","72087",
48268,19004,"Luquillo Municipio","Puerto Rico","72089",
48270,5903,"Maricao Municipio","Puerto Rico","72093",
48271,11315,"Maunabo Municipio","Puerto Rico","72095",
48272,79510,"Mayagüez Municipio","Puerto Rico","72097",
48274,31866,"Morovis Municipio","Puerto Rico","72101",
48275,26632,"Naguabo Municipio","Puerto Rico","72103",
48277,21957,"Orocovis Municipio","Puerto Rico","72107",
48278,17819,"Patillas Municipio","Puerto Rico","72109",
48281,24605,"Quebradillas Municipio","Puerto Rico","72115",
48282,14551,"Rincón Municipio","Puerto Rico","72117",
48284,23555,"Sabana Grande Municipio","Puerto Rico","72121",
48286,32976,"San Germán Municipio","Puerto Rico","72125",
48287,355074,"San Juan Municipio","Puerto Rico","72127",
48288,38721,"San Lorenzo Municipio","Puerto Rico","72129",
48291,74368,"Toa Alta Municipio","Puerto Rico","72135",
48292,82065,"Toa Baja Municipio","Puerto Rico","72137",
48293,69615,"Trujillo Alto Municipio","Puerto Rico","72139",
48294,30288,"Utuado Municipio","Puerto Rico","72141",
48295,38640,"Vega Alta Municipio","Puerto Rico","72143",
48299,35082,"Yabucoa Municipio","Puerto Rico","72151",
48300,37679,"Yauco Municipio","Puerto Rico","72153",
48259,43398,"Isabela Municipio","Puerto Rico","72071","Negros Occidental"
48241,12218,"Ceiba Municipio","Puerto Rico","72037","Centro Municipality"
48243,41225,"Cidra Municipio","Puerto Rico","72041","Cercado"
48244,39862,"Coamo Municipio","Puerto Rico","72043","Kearney County"
48246,35037,"Corozal Municipio","Puerto Rico","72047","Corozal"
48248,37878,"Dorado Municipio","Puerto Rico","72051","Cuauhtémoc Municipality"
48250,12188,"Florida Municipio","Puerto Rico","72054","Vicente López Partido"
48262,39754,"Juncos Municipio","Puerto Rico","72077","Juchitepec"
48263,23935,"Lajas Municipio","Puerto Rico","72079","Tuxtla Gutiérrez"
48264,27372,"Lares Municipio","Puerto Rico","72081","Montgomery County"
48265,8881,"Las Marías Municipio","Puerto Rico","72083","Lima"
48273,37746,"Moca Municipio","Puerto Rico","72099","Moca"
48276,29181,"Naranjito Municipio","Puerto Rico","72105","Arroyo Naranjo"
48279,21731,"Peñuelas Municipio","Puerto Rico","72111","Granada"
48283,51725,"Río Grande Municipio","Puerto Rico","72119","Gallia County"
48285,29351,"Salinas Municipio","Puerto Rico","72123","Monterey County"
48289,39007,"San Sebastián Municipio","Puerto Rico","72131","Gipuzkoa"
48296,54792,"Vega Baja Municipio","Puerto Rico","72145","San Agustín de las Juntas"
48297,8950,"Vieques Municipio","Puerto Rico","72147","Medianía Alta"
48298,23697,"Villalba Municipio","Puerto Rico","72149","Arequipa"
45082,203709,"Baldwin County","Alabama","01003","Baldwin County"
45084,22583,"Bibb County","Alabama","01007","Bibb County"
45085,57673,"Blount County","Alabama","01009","Blount County"
45086,10696,"Bullock County","Alabama","01011","Bullock County"
45088,115620,"Calhoun County","Alabama","01015","Calhoun County"
45089,34123,"Chambers County","Alabama","01017","Chambers County"
45090,25859,"Cherokee County","Alabama","01019","Cherokee County"
45158,32756,"Juneau City and Borough","Alaska","02110","Juneau"
45162,8119,"Kusilvak Census Area","Alaska","02158","Wade Hampton"
45171,1057,"Skagway Municipality","Alaska","02230","Skagway"
47120,10897,"Walsh County","North Dakota","38099","Walsh County"
45092,13170,"Choctaw County","Alabama","01023","Choctaw County"
45093,24675,"Clarke County","Alabama","01025","Clarke County"
45094,13555,"Clay County","Alabama","01027","Clay County"
45096,51211,"Coffee County","Alabama","01031","Coffee County"
45097,54354,"Colbert County","Alabama","01033","Colbert County"
45098,12672,"Conecuh County","Alabama","01035","Conecuh County"
45100,37835,"Covington County","Alabama","01039","Covington County"
45101,13963,"Crenshaw County","Alabama","01041","Crenshaw County"
45102,82005,"Cullman County","Alabama","01043","Cullman County"
45104,41131,"Dallas County","Alabama","01047","Dallas County"
45105,71130,"DeKalb County","Alabama","01049","DeKalb County"
45107,37789,"Escambia County","Alabama","01053","Escambia County"
45108,103057,"Etowah County","Alabama","01055","Etowah County"
45109,16759,"Fayette County","Alabama","01057","Fayette County"
45111,26777,"Geneva County","Alabama","01061","Geneva County"
45112,8479,"Greene County","Alabama","01063","Greene County"
45113,15068,"Hale County","Alabama","01065","Hale County"
45115,104173,"Houston County","Alabama","01069","Houston County"
45116,52419,"Jackson County","Alabama","01071","Jackson County"
45117,660367,"Jefferson County","Alabama","01073","Jefferson County"
45119,92596,"Lauderdale County","Alabama","01077","Lauderdale County"
45120,33115,"Lawrence County","Alabama","01079","Lawrence County"
45122,91663,"Limestone County","Alabama","01083","Limestone County"
45123,10458,"Lowndes County","Alabama","01085","Lowndes County"
45124,19105,"Macon County","Alabama","01087","Macon County"
45126,20028,"Marengo County","Alabama","01091","Marengo County"
45127,30168,"Marion County","Alabama","01093","Marion County"
45128,94725,"Marshall County","Alabama","01095","Marshall County"
45130,21673,"Monroe County","Alabama","01099","Monroe County"
45131,226519,"Montgomery County","Alabama","01101","Montgomery County"
45132,119565,"Morgan County","Alabama","01103","Morgan County"
45134,20864,"Pickens County","Alabama","01107","Pickens County"
45135,33046,"Pike County","Alabama","01109","Pike County"
47313,11190,"Morrow County","Oregon","41049","Morrow County"
45136,22696,"Randolph County","Alabama","01111","Randolph County"
45138,87074,"St. Clair County","Alabama","01115","St. Clair County"
45139,208713,"Shelby County","Alabama","01117","Shelby County"
45140,13103,"Sumter County","Alabama","01119","Sumter County"
45142,40844,"Tallapoosa County","Alabama","01123","Tallapoosa County"
45143,203976,"Tuscaloosa County","Alabama","01125","Tuscaloosa County"
45144,65294,"Walker County","Alabama","01127","Walker County"
45146,11059,"Wilcox County","Alabama","01131","Wilcox County"
45147,23877,"Winston County","Alabama","01133","Winston County"
45148,3341,"Aleutians East Borough","Alaska","02013","Aleutians East"
45151,17946,"Bethel Census Area","Alaska","02050","Bethel"
45152,892,"Bristol Bay Borough","Alaska","02060","Bristol Bay"
45154,4997,"Dillingham Census Area","Alaska","02070","Dillingham"
45155,99631,"Fairbanks North Star Borough","Alaska","02090","Fairbanks North Star"
45157,2133,"Hoonah-Angoon Census Area","Alaska","02105","Hoonah-Angoon"
45159,58059,"Kenai Peninsula Borough","Alaska","02122","Kenai Peninsula Borough"
45160,13709,"Ketchikan Gateway Borough","Alaska","02130","Ketchikan Gateway"
45163,1563,"Lake and Peninsula Borough","Alaska","02164","Lake and Peninsula"
45164,101095,"Matanuska-Susitna Borough","Alaska","02170","Matanuska-Susitna"
45166,9687,"North Slope Borough","Alaska","02185","North Slope"
45167,7752,"Northwest Arctic Borough","Alaska","02188","Northwest Arctic"
45168,3177,"Petersburg Borough","Alaska","02195","Petersburg Borough"
45169,6341,"Prince of Wales-Hyder Census Area","Alaska","02198","Prince of Wales-Hyder Census Area"
45173,9362,"Valdez-Cordova Census Area","Alaska","02261","Valdez-Cordova"
45174,2382,"Wrangell City and Borough","Alaska","02275","Petersburg Borough"
45176,5533,"Yukon-Koyukuk Census Area","Alaska","02290","Yukon-Koyukuk"
45177,71474,"Apache County","Arizona","04001","Apache County"
45179,139097,"Coconino County","Arizona","04005","Coconino County"
45180,53159,"Gila County","Arizona","04007","Gila County"
45181,37666,"Graham County","Arizona","04009","Graham County"
46151,19365,"Marion County","Kentucky","21155","Marion County"
45184,4167947,"Maricopa County","Arizona","04013","Maricopa County"
45185,204737,"Mohave County","Arizona","04015","Mohave County"
45187,1010025,"Pima County","Arizona","04019","Pima County"
45188,406584,"Pinal County","Arizona","04021","Pinal County"
45189,46461,"Santa Cruz County","Arizona","04023","Santa Cruz County"
45191,204275,"Yuma County","Arizona","04027","Yuma County"
45192,18433,"Arkansas County","Arkansas","05001","Arkansas County"
45193,20838,"Ashley County","Arkansas","05003","Ashley County"
45195,249672,"Benton County","Arkansas","05007","Benton County"
45196,37222,"Boone County","Arkansas","05009","Boone County"
45170,8863,"Sitka City and Borough","Alaska","02220","Sitka"
45197,11094,"Bradley County","Arkansas","05011","Bradley County"
45198,5229,"Calhoun County","Arkansas","05013","Calhoun County"
45199,27704,"Carroll County","Arkansas","05015","Carroll County"
45200,11027,"Chicot County","Arkansas","05017","Chicot County"
45202,15109,"Clay County","Arkansas","05021","Clay County"
45203,25467,"Cleburne County","Arkansas","05023","Cleburne County"
45204,8311,"Cleveland County","Arkansas","05025","Cleveland County"
45206,21019,"Conway County","Arkansas","05029","Conway County"
45207,104354,"Craighead County","Arkansas","05031","Craighead County"
45208,61703,"Crawford County","Arkansas","05033","Crawford County"
45210,17284,"Cross County","Arkansas","05037","Cross County"
45211,7604,"Dallas County","Arkansas","05039","Dallas County"
45213,18778,"Drew County","Arkansas","05043","Drew County"
45214,121552,"Faulkner County","Arkansas","05045","Faulkner County"
45215,17702,"Franklin County","Arkansas","05047","Franklin County"
45217,97177,"Garland County","Arkansas","05051","Garland County"
45218,18102,"Grant County","Arkansas","05053","Grant County"
45219,44196,"Greene County","Arkansas","05055","Greene County"
45221,33426,"Hot Spring County","Arkansas","05059","Hot Spring County"
45222,13300,"Howard County","Arkansas","05061","Howard County"
46153,12307,"Martin County","Kentucky","21159","Martin County"
45225,17338,"Jackson County","Arkansas","05067","Jackson County"
45226,71565,"Jefferson County","Arkansas","05069","Jefferson County"
45227,26141,"Johnson County","Arkansas","05071","Johnson County"
45229,16779,"Lawrence County","Arkansas","05075","Lawrence County"
45230,9650,"Lee County","Arkansas","05077","Lee County"
45231,13820,"Lincoln County","Arkansas","05079","Lincolnshire"
45233,21714,"Logan County","Arkansas","05083","Logan County"
45234,71645,"Lonoke County","Arkansas","05085","Lonoke County"
45235,15767,"Madison County","Arkansas","05087","Madison County"
45237,43908,"Miller County","Arkansas","05091","Miller County"
45238,43738,"Mississippi County","Arkansas","05093","Mississippi County"
45239,7399,"Monroe County","Arkansas","05095","Monroe County"
45241,8558,"Nevada County","Arkansas","05099","Nevada County"
45242,7913,"Newton County","Arkansas","05101","Newton County"
45243,24358,"Ouachita County","Arkansas","05103","Ouachita County"
45245,19513,"Phillips County","Arkansas","05107","Phillips County"
45246,10824,"Pike County","Arkansas","05109","Pike County"
45247,24040,"Poinsett County","Arkansas","05111","Poinsett County"
45249,63390,"Pope County","Arkansas","05115","Pope County"
45250,8291,"Prairie County","Arkansas","05117","Prairie County"
45252,17469,"Randolph County","Arkansas","05121","Randolph County"
45253,26589,"St. Francis County","Arkansas","05123","St. Francis County"
45254,117460,"Saline County","Arkansas","05125","Saline County"
45256,7869,"Searcy County","Arkansas","05129","Searcy County"
45257,127780,"Sebastian County","Arkansas","05131","Sebastian County"
45258,17290,"Sevier County","Arkansas","05133","Sevier County"
45260,12456,"Stone County","Arkansas","05137","Stone County"
45261,40144,"Union County","Arkansas","05139","Union County"
45262,16771,"Van Buren County","Arkansas","05141","Van Buren County"
45264,79161,"White County","Arkansas","05145","White County"
45265,6741,"Woodruff County","Arkansas","05147","Woodruff County"
47117,21103,"Stutsman County","North Dakota","38093","Stutsman County"
46152,31101,"Marshall County","Kentucky","21157","Marshall County"
45268,1110,"Alpine County","California","06003","Alpine County"
45269,37001,"Amador County","California","06005","Amador County"
45270,225411,"Butte County","California","06007","Butte County"
45272,21482,"Colusa County","California","06011","Colusa County"
45273,1126745,"Contra Costa County","California","06013","Contra Costa County"
45274,27254,"Del Norte County","California","06015","Del Norte County"
45276,974861,"Fresno County","California","06019","Fresno County"
45277,28017,"Glenn County","California","06021","Glenn County"
45279,180191,"Imperial County","California","06025","Imperial County"
45280,18260,"Inyo County","California","06027","Inyo County"
45281,882176,"Kern County","California","06029","Kern County"
45283,64591,"Lake County","California","06033","Lake County"
45284,31345,"Lassen County","California","06035","Lassen County"
45285,10170292,"Los Angeles County","California","06037","Los Angeles County"
45287,261221,"Marin County","California","06041","Marin County"
45288,17531,"Mariposa County","California","06043","Mariposa County"
45289,87649,"Mendocino County","California","06045","Mendocino County"
45291,8965,"Modoc County","California","06049","Modoc County"
45292,13909,"Mono County","California","06051","Mono County"
45293,433898,"Monterey County","California","06053","Monterey County"
45295,98877,"Nevada County","California","06057","Nevada County"
45296,3169776,"Orange County","California","06059","Orange County"
45298,18409,"Plumas County","California","06063","Plumas County"
45299,2361026,"Riverside County","California","06065","Riverside County"
45300,1501335,"Sacramento County","California","06067","Sacramento County"
45302,2128133,"San Bernardino County","California","06071","San Bernardino County"
45303,3299521,"San Diego County","California","06073","San Diego County"
45304,864816,"San Francisco County","California","06075","San Francisco County"
45306,281401,"San Luis Obispo County","California","06079","San Luis Obispo County"
45307,765135,"San Mateo County","California","06081","San Mateo County"
45310,274146,"Santa Cruz County","California","06087","Santa Cruz County"
45311,179533,"Shasta County","California","06089","Shasta County"
45313,43554,"Siskiyou County","California","06093","Siskiyou County"
45314,436092,"Solano County","California","06095","Solano County"
45315,502146,"Sonoma County","California","06097","Sonoma County"
45316,538388,"Stanislaus County","California","06099","Stanislaus County"
45318,63308,"Tehama County","California","06103","Tehama County"
45319,13069,"Trinity County","California","06105","Trinity County"
45320,459863,"Tulare County","California","06107","Tulare County"
45322,850536,"Ventura County","California","06111","Ventura County"
45323,213016,"Yolo County","California","06113","Yolo County"
45325,491337,"Adams County","Colorado","08001","Adams County"
45326,16496,"Alamosa County","Colorado","08003","Alamosa County"
45327,631096,"Arapahoe County","Colorado","08005","Arapahoe County"
45328,12352,"Archuleta County","Colorado","08007","Archuleta County"
45330,5830,"Bent County","Colorado","08011","Bent County"
45331,319372,"Boulder County","Colorado","08013","Boulder County"
45333,18658,"Chaffee County","Colorado","08015","Chaffee County"
45334,1829,"Cheyenne County","Colorado","08017","Cheyenne County"
45335,9303,"Clear Creek County","Colorado","08019","Clear Creek County"
45337,3584,"Costilla County","Colorado","08023","Costilla County"
45338,5562,"Crowley County","Colorado","08025","Crowley County"
45339,4445,"Custer County","Colorado","08027","Custer County"
45341,682545,"Denver County","Colorado","08031","Denver County"
45342,1978,"Dolores County","Colorado","08033","Dolores County"
45343,322387,"Douglas County","Colorado","08035","Douglas County"
45345,24735,"Elbert County","Colorado","08039","Elbert County"
45346,674471,"El Paso County","Colorado","08041","El Paso County"
45347,46692,"Fremont County","Colorado","08043","Fremont County"
45349,5828,"Gilpin County","Colorado","08047","Gilpin County"
45350,14615,"Grand County","Colorado","08049","Grand County"
45353,6492,"Huerfano County","Colorado","08055","Huerfano County"
45354,1356,"Jackson County","Colorado","08057","Jackson County"
45355,565524,"Jefferson County","Colorado","08059","Jefferson County"
45357,7758,"Kit Carson County","Colorado","08063","Kit Carson County"
45358,7485,"Lake County","Colorado","08065","Lake County"
45360,333577,"Larimer County","Colorado","08069","Larimer County"
45361,14058,"Las Animas County","Colorado","08071","Las Animas County"
45362,5557,"Lincoln County","Colorado","08073","Lincolnshire"
45364,148513,"Mesa County","Colorado","08077","Mesa County"
45365,726,"Mineral County","Colorado","08079","Mineral County"
45366,12937,"Moffat County","Colorado","08081","Moffat County"
45368,40946,"Montrose County","Colorado","08085","Montrose County"
45369,28360,"Morgan County","Colorado","08087","Morgan County"
45370,18343,"Otero County","Colorado","08089","Otero County"
45372,16510,"Park County","Colorado","08093","Park County"
45373,4349,"Phillips County","Colorado","08095","Phillips County"
45374,17787,"Pitkin County","Colorado","08097","Pitkin County"
45376,163591,"Pueblo County","Colorado","08101","Pueblo County"
45377,6571,"Rio Blanco County","Colorado","08103","Rio Blanco County"
45378,11543,"Rio Grande County","Colorado","08105","Rio Grande"
45380,6251,"Saguache County","Colorado","08109","Saguache County"
45381,701,"San Juan County","Colorado","08111","San Juan County"
45383,2399,"Sedgwick County","Colorado","08115","Sedgwick County"
45384,30257,"Summit County","Colorado","08117","Summit County"
45385,23385,"Teller County","Colorado","08119","Teller County"
45387,285174,"Weld County","Colorado","08123","Weld County"
45388,10146,"Yuma County","Colorado","08125","Yuma County"
45389,948053,"Fairfield County","Connecticut","09001","Fairfield County"
45391,183603,"Litchfield County","Connecticut","09005","Litchfield County"
45392,164063,"Middlesex County","Connecticut","09007","Middlesex County"
45393,859470,"New Haven County","Connecticut","09009","New Haven County"
46267,152692,"Penobscot County","Maine","23019","Penobscot County"
45396,116573,"Windham County","Connecticut","09015","Windham County"
45398,556779,"New Castle County","Delaware","10003","New Castle County"
45399,215622,"Sussex County","Delaware","10005","Sussex County"
45401,259964,"Alachua County","Florida","12001","Alachua County"
45403,181635,"Bay County","Florida","12005","Bay County"
45404,26928,"Bradford County","Florida","12007","Bradford County"
45405,568088,"Brevard County","Florida","12009","Brevard County"
45407,14462,"Calhoun County","Florida","12013","Calhoun County"
45408,173115,"Charlotte County","Florida","12015","Charlotte County"
45409,141058,"Citrus County","Florida","12017","Citrus County"
45411,357305,"Collier County","Florida","12021","Collier County"
45412,68348,"Columbia County","Florida","12023","Columbia County"
45414,16203,"Dixie County","Florida","12029","Dixie County"
45415,913010,"Duval County","Florida","12031","Duval County"
45416,311003,"Escambia County","Florida","12033","Escambia County"
45418,11761,"Franklin County","Florida","12037","Franklin County"
45419,46036,"Gadsden County","Florida","12039","Gadsden County"
45420,17199,"Gilchrist County","Florida","12041","Gilchrist County"
45422,15871,"Gulf County","Florida","12045","Gulf County"
45423,14295,"Hamilton County","Florida","12047","Hamilton County"
45424,27502,"Hardee County","Florida","12049","Hardee County"
45426,178439,"Hernando County","Florida","12053","Hernando County"
45427,99491,"Highlands County","Florida","12055","Highlands County"
45428,1349050,"Hillsborough County","Florida","12057","Hillsborough County"
45430,147919,"Indian River County","Florida","12061","Indian River County"
45431,48599,"Jackson County","Florida","12063","Jackson County"
45432,14081,"Jefferson County","Florida","12065","Jefferson County"
45434,325875,"Lake County","Florida","12069","Lake County"
45435,701982,"Lee County","Florida","12071","Lee County"
45436,286272,"Leon County","Florida","12073","Leon County"
45438,8331,"Liberty County","Florida","12077","Liberty County"
46384,193307,"Saginaw County","Michigan","26145","Saginaw County"
46500,7743,"Franklin County","Mississippi","28037","Franklin County"
45440,363369,"Manatee County","Florida","12081","Manatee County"
45442,156283,"Martin County","Florida","12085","Martin County"
45443,2693117,"Miami-Dade County","Florida","12086","Miami-Dade County"
45444,77482,"Monroe County","Florida","12087","Monroe County"
45446,198664,"Okaloosa County","Florida","12091","Okaloosa County"
45447,39469,"Okeechobee County","Florida","12093","Okeechobee County"
45448,1288126,"Orange County","Florida","12095","Orange County"
45450,1422789,"Palm Beach County","Florida","12099","Palm Beach County"
45451,497909,"Pasco County","Florida","12101","Pasco County"
45452,949827,"Pinellas County","Florida","12103","Pinellas County"
45454,72023,"Putnam County","Florida","12107","Putnam County"
45455,226640,"St. Johns County","Florida","12109","St. Johns County"
45457,167040,"Santa Rosa County","Florida","12113","Santa Rosa County"
45458,405549,"Sarasota County","Florida","12115","Sarasota County"
45459,449144,"Seminole County","Florida","12117","Seminole County"
45461,43760,"Suwannee County","Florida","12121","Suwannee County"
45462,22493,"Taylor County","Florida","12123","Taylor County"
45463,15234,"Union County","Florida","12125","Union County"
45465,31535,"Wakulla County","Florida","12129","Wakulla County"
45466,63508,"Walton County","Florida","12131","Walton County"
45467,24687,"Washington County","Florida","12133","Washington County"
45469,8398,"Atkinson County","Georgia","13003","Atkinson County"
45470,11299,"Bacon County","Georgia","13005","Bacon County"
45471,3180,"Baker County","Georgia","13007","Baker County"
45473,18495,"Banks County","Georgia","13011","Banks County"
45474,75370,"Barrow County","Georgia","13013","Barrow County"
45475,102747,"Bartow County","Georgia","13015","Bartow County"
45477,18963,"Berrien County","Georgia","13019","Berrien County"
45478,153721,"Bibb County","Georgia","13021","Bibb County"
45479,12243,"Bleckley County","Georgia","13023","Bleckley County"
45481,15658,"Brooks County","Georgia","13027","Brooks County"
45400,672228,"District of Columbia","District of Columbia","11001","District of Columbia"
45482,35137,"Bryan County","Georgia","13029","Bryan County"
